Thailand,27397208,31822656,42326307,47374463,52026901,56558196,59467272,62952639,65416189,67195032,68714519,68971313,69209817,69428454,69625581,69799978,69996698,70186113
Timor-Leste,474535,519676,629227,599907,657061,737814,844333,884366,995130,1093517,1196294,1219289,1243260,1267975,1293120,1318442,1343503,1368679
Togo,1580508,1708631,2410451,2720835,3252997,3774310,4226293,4924406,5611643,6421674,7323162,7509952,7698476,7889095,8082359,8278737,8472157,8666511
Tonga,61574,74348,88321,92966,93896,95069,95972,97962,100908,103981,100780,101143,102002,103199,104497,105697,106929,108172
Trinidad and Tobago,847973,911742,1010934,1084743,1170296,1221121,1254200,1267159,1296497,1328144,1370332,1377563,1384060,1389841,1394969,1399491,1404635,1409566
Tunisia,4178235,4547941,5656912,6374040,7329590,8242509,9125400,9708347,10106778,10635245,11179951,11303942,11433438,11565203,11694721,11818618,11947011,12074280
Turkey,27472339,30972996,39277249,43975972,49133928,53921758,58486453,63240196,67903461,72326992,78529413,79827868,81116451,82340090,83429607,84339067,85413272,86437666
Turkmenistan,1603254,1892596,2525374,2876809,3244024,3683978,4207841,4516128,4754652,5087211,5565283,5662371,5757667,5850902,5942094,6031187,6122360,6212846
Turks and Caicos Islands,5825,5814,6832,7894,9974,12115,16221,20171,28181,32658,35979,36558,37116,37667,38194,38718,39252,39780
Tuvalu,5321,5388,6064,7631,8211,8910,9298,9392,9997,10521,11099,11232,11365,11505,11655,11792,11934,12077
Uganda,6767092,7986062,10737403,12442333,14559357,17354395,20413157,23650159,27684590,32428164,38225447,39649173,41166588,42729032,44269587,45741000,47265804,48778061
Ukraine,42664646,45264552,48755662,49965872,50917000,51891400,51512800,49176500,47105171,45870741,45154036,45004673,44831135,44622518,44386203,44134693,43902546,43662555
United Arab Emirates,92417,149855,548295,1019507,1366165,1828437,2415099,3134067,4588222,8549998,9262896,9360975,9487206,9630966,9770526,9890400,10024798,10156075
United Kingdom,52400000,54348050,56225800,56314216,56550268,57247586,58019030,58892514,60401206,62766365,65116219,65611593,66058859,66460344,66836327,67215293,67600771,67980913
United States,180671000,194303000,215973000,227225000,237924000,249623000,266278000,282162411,295516599,309327143,320738994,323071755,325122128,326838199,328329953,329484123,330938121,332304762
Uruguay,2538648,2694537,2830172,2915389,3011519,3109598,3224275,3319734,3321799,3359273,3412013,3424139,3436645,3449290,3461731,3473727,3486088,3498354
Uzbekistan,8526299,10116870,13857469,15898760,18061283,20510000,22785000,24650400,26167000,28562400,31298900,31847900,32388600,32956100,33580350,34232050,34846533,35476677
Vanuatu,63689,74268,99863,115598,129989,146575,168161,184964,209282,236216,271128,278326,285499,292675,299882,307150,314367,321598
Venezuela,8141839,9692281,13189511,15182616,17319513,19632665,21931087,24192449,26432445,28439942,30081827,29851249,29402480,28887117,28515829,28435943,28113764,27855980
Vietnam,32670048,37858947,48718190,54281841,60896732,67988855,74910462,79910411,83832662,87967655,92677082,93640435,94600643,95545959,96462108,97338583,98251230,99152987
Virgin Islands,32500,43500,94484,99636,100760,103963,107818,108642,108453,108357,107712,107516,107281,107001,106669,106290,105960,105613
Yemen,5315351,5727745,6784699,7941903,9572170,11709987,14913313,17409071,20107416,23154854,26497881,27168210,27834811,28498683,29161922,29825968,30489687,31153355
Zambia,3070780,3570466,4943279,5851818,6923148,8036849,9096608,10415942,11856244,13605986,15879370,16363449,16853608,17351714,17861034,18383956,18894072,19408191
Zimbabwe,3776679,4471178,6293875,7408630,8877489,10432409,11410721,11881482,12076697,12697728,13814642,14030338,14236599,14438812,14645473,14862927,15071703,15282667
